29.5,-65.5,-169.7,-0.01944,0.00254,1000
30,-65.5,-169.7,-0.02001,0.00261,1000
30.5,-65.5,-169.7,-0.02003,0.00248,1000
31,-65.5,-169.7,-0.02003,0.00254,1000
31.5,-65.5,-169.7,-0.02013,0.00255,1000
32,-65.5,-169.7,-0.01978,0.00255,1000
32.5,-65.5,-169.7,-0.01948,0.0025,1000
2.5,-66,-169.7,-0.01832,0.00252,1000
3,-66,-169.7,-0.01837,0.0025,1000
3.5,-66,-169.7,-0.01821,0.00265,1000
4,-66,-169.7,-0.01759,0.00249,1000
4.5,-66,-169.7,-0.01717,0.00247,1000
5,-66,-169.7,-0.01688,0.00247,1000
5.5,-66,-169.7,-0.01618,0.0024,1000
6,-66,-169.7,-0.01549,0.00244,1000
6.5,-66,-169.7,-0.01445,0.00253,1000
7,-66,-169.7,-0.01321,0.00253,1000
7.5,-66,-169.7,-0.01194,0.00251,1000
8,-66,-169.7,-0.01082,0.0024,1000
8.5,-66,-169.7,-0.00867,0.0025,1000
9,-66,-169.7,-0.00699,0.0025,1000
9.5,-66,-169.7,-0.00497,0.00243,1000
10,-66,-169.7,-0.00249,0.00258,1000
10.5,-66,-169.7,-0.000965,0.00256,1000
11,-66,-169.7,0.00134,0.00261,1000
11.5,-66,-169.7,0.00374,0.00228,1000
12,-66,-169.7,0.00531,0.00229,1000
12.5,-66,-169.7,0.00711,0.0022,1000
13,-66,-169.7,0.00941,0.00232,1000
13.5,-66,-169.7,0.01168,0.00249,1000
14,-66,-169.7,0.01326,0.00246,1000
14.5,-66,-169.7,0.01479,0.00245,1000
15,-66,-169.7,0.01609,0.00245,1000
15.5,-66,-169.7,0.0173,0.0025,1000
16,-66,-169.7,0.0187,0.00247,1000
16.5,-66,-169.7,0.01871,0.00253,1000
17,-66,-169.7,0.01846,0.00251,1000
17.5,-66,-169.7,0.01834,0.00254,1000
18,-66,-169.7,0.01712,0.0024,1000
18.5,-66,-169.7,0.01592,0.00238,1000
19,-66,-169.7,0.01409,0.00251,1000
19.5,-66,-169.7,0.0118,0.00253,1000
20,-66,-169.7,0.0096,0.00243,1000
20.5,-66,-169.7,0.00727,0.00218,1000
21,-66,-169.7,0.00527,0.00234,1000
21.5,-66,-169.7,0.00271,0.00245,1000
22,-66,-169.7,-6.6E-05,0.00253,1000
22.5,-66,-169.7,-0.00276,0.00258,1000
23,-66,-169.7,-0.00487,0.0025,1000
23.5,-66,-169.7,-0.00717,0.00257,1000
24,-66,-169.7,-0.0091,0.00255,1000
24.5,-66,-169.7,-0.01115,0.00237,1000
25,-66,-169.7,-0.01235,0.0023,1000
25.5,-66,-169.7,-0.01364,0.00235,1000
26,-66,-169.7,-0.01536,0.00239,1000
26.5,-66,-169.7,-0.01601,0.00251,1000
27,-66,-169.7,-0.0169,0.00247,1000
27.5,-66,-169.7,-0.01781,0.00245,1000
28,-66,-169.7,-0.0186,0.0025,1000
28.5,-66,-169.7,-0.01879,0.00254,1000
29,-66,-169.7,-0.01945,0.00242,1000
29.5,-66,-169.7,-0.01941,0.00249,1000
30,-66,-169.7,-0.01964,0.00259,1000
30.5,-66,-169.7,-0.01995,0.00244,1000
31,-66,-169.7,-0.02002,0.00254,1000
31.5,-66,-169.7,-0.02003,0.00239,1000
32,-66,-169.7,-0.02006,0.00247,1000
32.5,-66,-169.7,-0.01977,0.00258,1000
2.5,-66.5,-169.7,-0.01799,0.0026,1000
3,-66.5,-169.7,-0.01807,0.00261,1000
3.5,-66.5,-169.7,-0.01787,0.00254,1000
4,-66.5,-169.7,-0.01731,0.00251,1000
4.5,-66.5,-169.7,-0.01692,0.00249,1000
5,-66.5,-169.7,-0.01637,0.00251,1000
5.5,-66.5,-169.7,-0.01586,0.00254,1000
6,-66.5,-169.7,-0.01424,0.00247,1000
6.5,-66.5,-169.7,-0.01318,0.00256,1000
7,-66.5,-169.7,-0.01151,0.00244,1000
7.5,-66.5,-169.7,-0.00923,0.00252,1000
8,-66.5,-169.7,-0.0082,0.00253,1000
8.5,-66.5,-169.7,-0.00625,0.0026,1000
9,-66.5,-169.7,-0.0032,0.00251,1000
9.5,-66.5,-169.7,-0.00112,0.0025,1000
10,-66.5,-169.7,0.00161,0.00246,1000
10.5,-66.5,-169.7,0.00381,0.00244,1000
11,-66.5,-169.7,0.00639,0.00229,1000
11.5,-66.5,-169.7,0.00887,0.0024,1000
12,-66.5,-169.7,0.01199,0.00257,1000
12.5,-66.5,-169.7,0.01465,0.00249,1000
13,-66.5,-169.7,0.01754,0.0025,1000
13.5,-66.5,-169.7,0.02037,0.00264,1000
14,-66.5,-169.7,0.02264,0.00251,1000
14.5,-66.5,-169.7,0.02491,0.00234,1000
15,-66.5,-169.7,0.02709,0.00252,1000
15.5,-66.5,-169.7,0.02839,0.00241,1000
16,-66.5,-169.7,0.02957,0.00261,1000
16.5,-66.5,-169.7,0.03009,0.00241,1000
17,-66.5,-169.7,0.02963,0.00258,1000
17.5,-66.5,-169.7,0.029,0.0024,1000
18,-66.5,-169.7,0.02728,0.0026,1000
18.5,-66.5,-169.7,0.02583,0.00257,1000
19,-66.5,-169.7,0.02334,0.00246,1000
19.5,-66.5,-169.7,0.02124,0.00258,1000
20,-66.5,-169.7,0.01779,0.00265,1000
20.5,-66.5,-169.7,0.01486,0.00239,1000
21,-66.5,-169.7,0.01115,0.00258,1000
21.5,-66.5,-169.7,0.00837,0.00235,1000
22,-66.5,-169.7,0.00513,0.00227,1000
22.5,-66.5,-169.7,0.00258,0.00244,1000
23,-66.5,-169.7,-0.000188,0.00247,1000
23.5,-66.5,-169.7,-0.0031,0.00258,1000
24,-66.5,-169.7,-0.00564,0.00239,1000
24.5,-66.5,-169.7,-0.00846,0.00264,1000
25,-66.5,-169.7,-0.0105,0.00261,1000
25.5,-66.5,-169.7,-0.0122,0.00244,1000
26,-66.5,-169.7,-0.01365,0.00246,1000
26.5,-66.5,-169.7,-0.01529,0.00251,1000
27,-66.5,-169.7,-0.01616,0.00245,1000
27.5,-66.5,-169.7,-0.01682,0.00244,1000
