27/11/2023 10:23:50 am
Time(s)	Displacement(mm) Force(N)
183.2051	50.0000	2.1947
183.3048	50.0000	2.1925
183.4056	50.0000	2.1921
183.5053	50.0000	2.1924
183.6050	50.0000	2.1936
183.7047	50.0000	2.1939
183.8049	50.0000	2.1977
183.9055	50.0000	2.1936
184.0058	50.0000	2.1997
184.1067	50.0000	2.1928
184.2070	50.0000	2.1908
184.3075	50.0000	2.1917
184.4087	50.0000	2.1929
184.5090	50.0000	2.1919
184.6086	50.0000	2.1966
184.7092	50.0000	2.1911
184.8093	50.0000	2.1926
184.9098	50.0000	2.1924
185.0107	50.0000	2.1938
185.1109	50.0000	2.1875
185.2116	50.0000	2.1897
185.3116	50.0000	2.1938
185.4127	50.0000	2.1902
185.5136	50.0000	2.1929
185.6135	50.0000	2.1938
185.7133	50.0000	2.1963
185.8134	50.0000	2.1972
185.9135	50.0000	2.1920
186.0136	50.0000	2.1973
186.1136	50.0000	2.1961
186.2136	50.0000	2.1940
186.3136	50.0000	2.1961
186.4136	50.0000	2.1919
186.5135	50.0000	2.1934
186.6136	50.0000	2.1883
186.7130	50.0000	2.1965
186.8133	50.0000	2.1954
186.9145	50.0000	2.1978
187.0157	50.0000	2.1947
187.1159	50.0000	2.1960
187.2160	50.0000	2.1919
187.3160	50.0000	2.1929
187.4158	50.0000	2.1919
187.5160	50.0000	2.1962
187.6159	50.0000	2.1944
187.7160	50.0000	2.1915
187.8160	50.0000	2.1964
187.9159	50.0000	2.1986
188.0167	50.0000	2.1906
188.1167	50.0000	2.1945
188.2173	50.0000	2.1936
188.3180	50.0000	2.1957
188.4181	50.0000	2.1967
188.5183	50.0000	2.1957
188.6187	50.0000	2.1915
188.7187	50.0000	2.1945
188.8204	50.0000	2.1901
188.9202	50.0000	2.1922
189.0199	50.0000	2.1929
189.1204	50.0000	2.1980
189.2201	50.0000	2.1924
189.3202	50.0000	2.1892
189.4202	50.0000	2.1939
189.5204	50.0000	2.1931
189.6206	50.0000	2.1927
189.7208	50.0000	2.1910
189.8208	50.0000	2.1924
189.9208	50.0000	2.1919
190.0209	50.0000	2.1926
190.1212	50.0000	2.1908
190.2213	50.0000	2.1874
190.3213	50.0000	2.1933
190.4213	50.0000	2.1936
190.5214	50.0000	2.1939
190.6216	50.0000	2.1918
190.7214	50.0000	2.1931
190.8213	50.0000	2.1922
190.9214	50.0000	2.1925
191.0214	50.0000	2.1969
191.1211	50.0000	2.1922
191.2213	50.0000	2.1923
191.3216	50.0000	2.1931
191.4212	50.0000	2.1958
191.5212	50.0000	2.1946
191.6213	50.0000	2.1998
191.7214	50.0000	2.1909
191.8213	50.0000	2.1933
191.9214	50.0000	2.1973
192.0217	50.0000	2.1924
192.1211	50.0000	2.1967
192.2212	50.0000	2.1880
192.3211	50.0000	2.1943
192.4211	50.0000	2.1949
192.5213	50.0000	2.1951
192.6211	50.0000	2.1924
192.7212	50.0000	2.1970
192.8213	50.0000	2.1934
192.9216	50.0000	2.1971
193.0207	50.0000	2.1893
193.1208	50.0000	2.1914
193.2211	50.0000	2.1930
193.3210	50.0000	2.1929
193.4211	50.0000	2.1914
193.5211	50.0000	2.1912
193.6212	50.0000	2.1904
193.7212	50.0000	2.1909
193.8213	50.0000	2.1916
193.9215	50.0000	2.1928
194.0216	50.0000	2.1922
194.1210	50.0000	2.1934
194.2209	50.0000	2.1919
194.3226	50.0000	2.1923
194.4222	50.0000	2.1938
194.5221	50.0000	2.1934
194.6222	50.0000	2.1929
194.7224	50.0000	2.1875
194.8225	50.0000	2.1937
194.9225	50.0000	2.1922
195.0225	50.0000	2.1960
195.1225	50.0000	2.1925
195.2224	50.0000	2.1950
195.3228	50.0000	2.1934
195.4233	50.0000	2.1944
195.5231	50.0000	2.1937
195.6236	50.0000	2.1944
195.7236	50.0000	2.1952
195.8235	50.0000	2.1961
195.9236	50.0000	2.1954
196.0235	50.0000	2.1950
196.1237	50.0000	2.1935
196.2237	50.0000	2.1961
196.3231	50.0000	2.1938
196.4237	50.0000	2.1922
196.5236	50.0000	2.1951
196.6236	50.0000	2.1960
196.7237	50.0000	2.1952
196.8237	50.0000	2.1919
196.9236	50.0000	2.1937
197.0230	50.0000	2.1894
197.1237	50.0000	2.1926
197.2237	50.0000	2.1917
197.3237	50.0000	2.1989
197.4234	50.0000	2.1959
197.5237	50.0000	2.1913
197.6235	50.0000	2.1945
197.7237	50.0000	2.1925
197.8232	50.0000	2.1938
197.9237	50.0000	2.1889
198.0236	50.0000	2.1920
198.1237	50.0000	2.1956
198.2234	50.0000	2.1951
198.3237	50.0000	2.1919
198.4236	50.0000	2.1958
198.5237	50.0000	2.1942
198.6257	50.0000	2.1966
198.7262	50.0000	2.1923
198.8260	50.0000	2.1938
198.9261	50.0000	2.1926
199.0261	50.0000	2.1883
199.1259	50.0000	2.1914
199.2261	50.0000	2.1940
199.3260	50.0000	2.1904
199.4269	50.0000	2.1980
199.5274	50.0000	2.1897
199.6271	50.0000	2.1961
199.7270	50.0000	2.1911
199.8278	50.0000	2.1958
199.9281	50.0000	2.1938
200.0281	50.0000	2.1922
200.1282	50.0000	2.1916
200.2285	50.0000	2.1912
200.3282	50.0000	2.4884
200.4284	50.0000	2.4238
200.5287	50.0000	2.8691
200.6287	50.0000	3.1146
200.7287	50.0000	3.4962
200.8283	50.0000	3.7287
200.9286	50.0000	3.8895
201.0288	50.0000	3.5880
201.1289	50.0000	3.8035
201.2290	50.0000	4.2207
201.3297	50.0000	3.9825
201.4291	50.0000	4.2570
201.5292	50.0000	3.9337
201.6292	50.0000	4.1310
201.7296	50.0000	4.1334
201.8290	50.0000	3.9896
201.9293	50.0000	4.1074
202.0290	50.0000	4.1024
202.1297	50.0000	4.0600
202.2291	50.0000	4.0917
202.3293	50.0000	4.0925
202.4300	50.0000	4.0706
202.5299	50.0000	4.0768
202.6303	50.0000	4.0811
202.7305	50.0000	4.0790
202.8304	50.0000	4.0825
202.9307	50.0000	4.0870
203.0308	50.0000	4.0787
203.1309	50.0000	4.0787
203.2309	50.0000	4.0783
203.3310	50.0000	4.0848
203.4312	50.0000	4.0804
203.5314	50.0000	4.0837
203.6313	50.0000	4.0773
203.7309	50.0000	4.0804
203.8310	50.0000	4.0800
203.9310	50.0000	4.0879
204.0311	50.0000	4.0771
204.1318	50.0000	4.0852
204.2319	50.0000	4.0752
204.3325	50.0000	4.0842
204.4328	50.0000	4.0836
204.5332	50.0000	4.0822
204.6343	50.0000	4.0828
204.7341	50.0000	4.0766
204.8350	50.0000	4.0813
204.9353	50.0000	4.0795
205.0356	50.0000	4.0800
205.1349	50.0000	4.0771
205.2359	50.0000	4.0835
205.3362	50.0000	4.0848
205.4362	50.0000	4.0780
205.5362	50.0000	4.0837
205.6361	50.0000	4.0790
205.7361	50.0000	4.0820
205.8360	50.0000	4.0775
205.9361	50.0000	4.0836
206.0367	50.0000	4.0807
206.1368	50.0000	4.0818
206.2370	50.0000	4.0849
206.3387	50.0000	4.0813
206.4384	50.0000	4.0782
206.5382	50.0000	4.0813
206.6379	50.0000	4.0830
206.7387	50.0000	4.0775
206.8384	50.0000	4.0806
206.9381	50.0000	4.0807
207.0380	50.0000	4.0779
207.1390	50.0000	4.0797
207.2390	50.0000	4.0805
207.3392	50.0000	4.0801
207.4395	50.0000	4.0845
207.5395	50.0000	4.0831
207.6400	50.0000	4.0792
207.7401	50.0000	4.0818
207.8404	50.0000	4.0811
207.9408	50.0000	4.0821
208.0418	50.0000	4.0804
208.1428	50.0000	4.0789
208.2427	50.0000	4.0818
208.3428	50.0000	4.0813
208.4418	50.0000	4.0827
208.5431	50.0000	4.0731
208.6438	50.0000	4.0846
208.7438	50.0000	4.0785
208.8438	50.0000	4.0805
208.9442	50.0000	4.0826
209.0459	50.0000	4.0766
209.1458	50.0000	4.0808
209.2462	50.0000	4.0820
209.3462	50.0000	4.0781
209.4461	50.0000	4.0752
209.5462	50.0000	4.0780
209.6462	50.0000	4.0820
209.7459	50.0000	4.0842
209.8461	50.0000	4.0809
209.9462	50.0000	4.0811
210.0464	50.0000	4.0832
210.1462	50.0000	4.0834
210.2459	50.0000	4.0799
210.3460	50.0000	4.0809
210.4461	50.0000	4.0775
210.5462	50.0000	4.0815
210.6459	50.0000	4.0832
210.7462	50.0000	4.0771
210.8461	50.0000	4.0831
210.9466	50.0000	4.0796
211.0462	50.0000	4.0787
211.1462	50.0000	4.0798
211.2462	50.0000	4.0840
211.3461	50.0000	4.0775
211.4462	50.0000	4.0765
211.5461	50.0000	4.0810
211.6462	50.0000	4.0817
211.7459	50.0000	4.0839
211.8462	50.0000	4.0805
211.9462	50.0000	4.0835
212.0461	50.0000	4.0791
212.1462	50.0000	4.0777
212.2462	50.0000	4.0813
212.3462	50.0000	4.0809
212.4463	50.0000	4.0805
212.5459	50.0000	4.0787
212.6462	50.0000	4.0791
212.7459	50.0000	4.0845
212.8460	50.0000	4.0809
212.9462	50.0000	4.0841
213.0462	50.0000	4.0804
213.1462	50.0000	4.0798
213.2462	50.0000	4.0781
213.3462	50.0000	4.0806
213.4467	50.0000	4.0797
213.5462	50.0000	4.0815
213.6460	50.0000	4.0814
213.7463	50.0000	4.0806
213.8462	50.0000	4.0789
213.9463	50.0000	4.0812
214.0462	50.0000	4.0784
214.1459	50.0000	4.0803
214.2463	50.0000	4.0803
214.3461	50.0000	4.0791
214.4463	50.0000	4.0799
214.5461	50.0000	4.0815
214.6462	50.0000	4.0830
214.7462	50.0000	4.0825
214.8462	50.0000	4.0804
214.9462	50.0000	4.0813
215.0480	50.0000	4.0813
215.1486	50.0000	4.0804
215.2481	50.0000	4.0791
215.3486	50.0000	4.0792
215.4495	50.0000	4.0798
215.5496	50.0000	4.0820
215.6491	50.0000	4.0821
215.7495	50.0000	4.0834
215.8496	50.0000	4.0818
215.9494	50.0000	4.0803
216.0490	50.0000	4.0816
216.1494	50.0000	4.0808
216.2499	50.0000	4.0824
216.3507	50.0000	4.0806
216.4506	50.0000	4.0810
216.5506	50.0000	4.0786
216.6505	50.0000	4.0805
216.7505	50.0000	4.0810
216.8507	50.0000	4.0817
216.9510	50.0000	4.0793
217.0520	50.0000	4.0805
217.1525	50.0000	4.0808
217.2523	50.0000	4.0808
217.3526	50.0000	4.0826
217.4526	50.0000	4.0815
217.5526	50.0000	4.0798
217.6536	50.0000	4.0810
217.7536	50.0000	4.0810
217.8539	50.0000	4.0794
217.9539	50.0000	4.0805
218.0539	50.0000	4.0815
218.1539	50.0000	4.0823
218.2539	50.0000	4.0824
218.3560	50.0000	4.0775
218.4563	50.0000	4.0797
218.5563	50.0000	4.0811
218.6563	50.0000	4.0806
218.7560	50.0000	4.0826
218.8572	50.0000	4.0785
218.9573	50.0000	4.0815
219.0575	50.0000	4.0792
219.1573	50.0000	4.0778
219.2571	50.0000	4.0777
219.3575	50.0000	4.0788
219.4572	50.0000	4.0791
219.5580	50.0000	4.0795
219.6584	50.0000	4.0789
219.7598	50.0000	4.0780
219.8598	50.0000	4.0807
219.9599	50.0000	4.0813
220.0595	50.0000	4.0794
220.1594	50.0000	4.0775
220.2602	50.0000	4.0782
220.3606	50.0000	4.0789
220.4608	50.0000	4.0782
220.5610	50.0000	4.0803
220.6628	50.0000	4.0783
220.7625	50.0000	4.0815
220.8631	50.0000	4.0788
220.9636	50.0000	4.0809
221.0634	50.0000	4.0795
221.1639	50.0000	4.0786
221.2639	50.0000	4.0837
221.3639	50.0000	4.1055
221.4638	50.0000	4.1308
221.5639	50.0000	4.6064
221.6636	50.0000	4.7029
221.7638	50.0000	5.0481
221.8634	50.0000	4.9315
221.9634	50.0000	4.8794
222.0639	50.0000	4.8554
222.1639	50.0000	4.9298
222.2639	50.0000	4.7671
222.3639	50.0000	4.7070
222.4636	50.0000	4.2589
222.5634	50.0000	4.1240
222.6640	50.0000	3.9294
222.7661	50.0000	3.8470
222.8662	50.0000	3.5692
222.9663	50.0000	4.2333
223.0663	50.0000	4.2231
223.1663	50.0000	3.7859
223.2661	50.0000	3.9196
223.3676	50.0000	3.9758
223.4673	50.0000	4.0408
223.5681	50.0000	3.2554
223.6682	50.0000	3.4601
223.7681	50.0000	3.5548
223.8687	50.0000	3.2802
223.9682	50.0000	3.6005
224.0699	50.0000	3.4641
224.1700	50.0000	4.0701
224.2707	50.0000	4.2056
224.3711	50.0000	4.6094
224.4713	50.0000	5.0475
224.5712	50.0000	5.6557
224.6720	50.0000	5.8351
224.7732	50.0000	5.7215
224.8745	50.0000	5.4772
224.9747	50.0000	4.9071
225.0760	50.0000	3.9586
225.1763	50.0000	3.6094
225.2764	50.0000	3.2956
225.3771	50.0000	3.7403
225.4781	50.0000	4.1884
225.5792	50.0000	5.3023
225.6793	50.0000	5.8450
225.7796	50.0000	5.5540
225.8794	50.0000	5.3867
225.9793	50.0000	5.5175
226.0791	50.0000	5.5624
226.1794	50.0000	5.4443
226.2799	50.0000	5.0622
226.3802	50.0000	4.9576
226.4802	50.0000	5.1513
226.5812	50.0000	5.1333
226.6817	50.0000	5.1414
226.7816	50.0000	5.5189
226.8818	50.0000	5.6270
226.9820	50.0000	5.5339
227.0817	50.0000	5.6705
227.1813	50.0000	5.2435
227.2815	50.0000	4.8668
227.3817	50.0000	4.5162
227.4818	50.0000	3.5729
227.5818	50.0000	2.5657
227.6816	50.0000	2.3849
227.7816	50.0000	1.9437
227.8816	50.0000	2.4573
227.9816	50.0000	2.5906
228.0816	50.0000	2.5524
228.1818	50.0000	2.5588
228.2818	50.0000	2.6088
228.3813	50.0000	2.5764
228.4816	50.0000	2.6304
228.5812	50.0000	2.6116
228.6812	50.0000	2.5956
228.7820	50.0000	2.6194
228.8838	50.0000	2.6131
228.9840	50.0000	2.6039
229.0831	50.0000	2.6120
229.1835	50.0000	2.6124
229.2840	50.0000	2.6089
229.3840	50.0000	2.6096
229.4838	50.0000	2.6128
229.5840	50.0000	2.6115
229.6838	50.0000	2.6107
229.7838	50.0000	2.6118
229.8840	50.0000	2.6107
229.9838	50.0000	2.6120
230.0840	50.0000	2.6122
230.1851	50.0000	2.6086
230.2856	50.0000	2.6113
230.3857	50.0000	2.6131
230.4856	50.0000	2.6087
230.5853	50.0000	2.6123
230.6857	50.0000	2.6124
230.7864	50.0000	2.6119
230.8863	50.0000	2.6116
230.9861	50.0000	2.6126
231.0864	50.0000	2.6104
231.1878	50.0000	2.6114
231.2871	50.0000	2.7029
231.3870	50.0000	2.6620
231.4890	50.0000	2.5901
231.5887	50.0000	2.5760
231.6890	50.0000	2.5793
231.7890	50.0000	2.5923
231.8882	50.0000	2.5957
231.9898	50.0000	2.5926
232.0900	50.0000	2.5976
232.1894	50.0000	2.6037
232.2899	50.0000	2.6104
232.3895	50.0000	2.6142
232.4895	50.0000	2.6123
232.5897	50.0000	2.6108
232.6901	50.0000	2.6116
232.7912	50.0000	2.6105
232.8914	50.0000	2.6104
232.9922	50.0000	2.6106
233.0922	50.0000	2.6110
233.1921	50.0000	2.6169
233.2921	50.0000	2.6109
233.3920	50.0000	2.6092
233.4922	50.0000	2.6127
233.5922	50.0000	2.6123
233.6931	50.0000	2.6097
233.7939	50.0000	2.6111
233.8941	50.0000	2.6120
233.9960	50.0000	2.6136
234.0955	50.0000	2.6119
234.1954	50.0000	2.6105
234.2960	50.0000	2.6114
234.3957	50.0000	2.6119
234.4956	50.0000	2.6075
234.5971	50.0000	2.6125
234.6980	50.0000	2.6121
234.7973	50.0000	2.6089
234.8975	50.0000	2.6139
234.9974	50.0000	2.6104
235.0982	50.0000	2.6119
235.1990	50.0000	2.6113
235.2988	50.0000	2.6109
235.3988	50.0000	2.6096
235.4985	50.0000	2.6152
235.5986	50.0000	2.6081
235.6985	50.0000	2.6155
235.7984	50.0000	2.6119
235.8984	50.0000	2.6128
235.9985	50.0000	2.6061
236.0985	50.0000	2.6086
236.1982	50.0000	2.6125
236.2989	50.0000	2.6161
236.3988	50.0000	2.6091
236.4983	50.0000	2.6133
236.5996	50.0000	2.6139
236.6994	50.0000	2.6074
236.7997	50.0000	2.6106
236.8998	50.0000	2.6116
236.9996	50.0000	2.6140
237.1002	50.0000	2.6103
237.2006	50.0000	2.6079
237.3013	50.0000	2.6126
237.4013	50.0000	2.6092
237.5026	50.0000	2.6111
237.6028	50.0000	2.6096
237.7021	50.0000	2.6167
237.8033	50.0000	2.6088
237.9036	50.0000	2.6137
238.0041	50.0000	2.6120
238.1040	50.0000	2.6127
238.2041	50.0000	2.6112
238.3041	50.0000	2.6106
238.4040	50.0000	2.6113
238.5041	50.0000	2.6138
238.6040	50.0000	2.6068
238.7041	50.0000	2.6124
238.8040	50.0000	2.6102
238.9035	50.0000	2.6079
239.0040	50.0000	2.6159
239.1036	50.0000	2.6123
239.2041	50.0000	2.6112
239.3041	50.0000	2.6096
239.4041	50.0000	2.6099
239.5041	50.0000	2.6109
239.6040	50.0000	2.6114
239.7040	50.0000	2.6091
239.8040	50.0000	2.6109
239.9040	50.0000	2.6106
240.0040	50.0000	2.6113
240.1033	50.0000	2.6118
240.2032	50.0000	2.6127
240.3040	50.0000	2.6127
240.4040	50.0000	2.6091
240.5040	50.0000	2.6117
240.6040	50.0000	2.6071
240.7040	50.0000	2.6099
240.8040	50.0000	2.6118
240.9040	50.0000	2.6159
241.0040	50.0000	2.6108
241.1040	50.0000	2.6107
241.2039	50.0000	2.6112
241.3039	50.0000	2.6080
241.4040	50.0000	2.6102
241.5038	50.0000	2.6113
241.6041	50.0000	2.6125
241.7035	50.0000	2.6132
241.8047	50.0000	2.6104
241.9044	50.0000	2.6121
242.0061	50.0000	2.6093
242.1063	50.0000	2.6116
242.2065	50.0000	2.6105
242.3065	50.0000	2.6106
242.4065	50.0000	2.6125
242.5065	50.0000	2.6115
242.6073	50.0000	2.6111
242.7084	50.0000	2.6117
242.8091	50.0000	2.6107
242.9100	50.0000	2.6081
243.0102	50.0000	2.6124
243.1113	50.0000	2.6118
243.2114	50.0000	2.6094
243.3118	50.0000	2.6122
243.4130	50.0000	2.6105
243.5139	50.0000	2.6116
243.6134	50.0000	2.6104
243.7132	50.0000	2.6125
243.8140	50.0000	2.6073
243.9141	50.0000	2.6123
244.0141	50.0000	2.6111
244.1141	50.0000	2.6120
244.2139	50.0000	2.6117
244.3140	50.0000	2.6085
244.4139	50.0000	2.6140
244.5141	50.0000	2.6115
244.6141	50.0000	2.6108
244.7141	50.0000	2.6099
244.8138	50.0000	2.6112
244.9135	50.0000	2.6097
245.0141	50.0000	2.6103
245.1132	50.0000	2.6125
245.2141	50.0000	2.6125
245.3141	50.0000	2.6116
245.4141	50.0000	2.6105
245.5141	50.0000	2.6098
245.6141	50.0000	2.6159
245.7140	50.0000	2.6144
245.8136	50.0000	2.6098
245.9141	50.0000	2.6094
246.0141	50.0000	2.6114
246.1141	50.0000	2.6120
246.2140	50.0000	2.6133
246.3136	50.0000	2.6125
246.4141	50.0000	2.6130
246.5132	50.0000	2.6094
246.6141	50.0000	2.6100
246.7142	50.0000	2.6076
246.8150	50.0000	2.6116
246.9162	50.0000	2.6118
247.0165	50.0000	2.6141
247.1163	50.0000	2.6117
247.2181	50.0000	2.6137
247.3191	50.0000	2.6135
247.4184	50.0000	2.6113
247.5184	50.0000	2.6102
247.6194	50.0000	2.6131
247.7197	50.0000	2.6105
247.8199	50.0000	2.6104
247.9202	50.0000	2.6113
248.0202	50.0000	2.6115
248.1207	50.0000	2.6111
248.2203	50.0000	2.6104
248.3210	50.0000	2.6096
248.4211	50.0000	2.6103
248.5212	50.0000	2.6093
248.6215	50.0000	2.6148
248.7222	50.0000	2.6100
248.8222	50.0000	2.6113
248.9234	50.0000	2.6130
249.0237	50.0000	2.6090
249.1241	50.0000	2.6110
249.2237	50.0000	2.6106
249.3241	50.0000	2.6105
249.4235	50.0000	2.6085
249.5241	50.0000	2.6111
249.6249	50.0000	2.6094
249.7248	50.0000	2.6100
249.8246	50.0000	2.6102
249.9250	50.0000	2.6149
250.0262	50.0000	2.6096
250.1265	50.0000	2.6110
250.2266	50.0000	2.6103
250.3264	50.0000	2.6121
250.4266	50.0000	2.6114
250.5268	50.0000	2.6108
250.6265	50.0000	2.6111
250.7266	50.0000	2.6109
250.8265	50.0000	2.6125
250.9266	50.0000	2.6116
251.0280	50.0000	2.6137
251.1278	50.0000	2.6089
251.2278	50.0000	2.6108
251.3281	50.0000	2.6124
251.4280	50.0000	2.6087
251.5273	50.0000	2.6116
251.6285	50.0000	2.6120
251.7288	50.0000	2.6121
251.8294	50.0000	2.6116
251.9298	50.0000	2.6086
252.0300	50.0000	2.6076
252.1299	50.0000	2.6125
252.2304	50.0000	2.6105
252.3305	50.0000	2.6093
252.4306	50.0000	2.6116
252.5306	50.0000	2.6110
252.6306	50.0000	2.6065
252.7312	50.0000	2.6119
252.8312	50.0000	2.6086
252.9313	50.0000	2.6099
253.0323	50.0000	2.6109
253.1333	50.0000	2.6112
253.2341	50.0000	2.6116
253.3337	50.0000	2.6137
253.4338	50.0000	2.6122
253.5338	50.0000	2.6114
253.6337	50.0000	2.6078
253.7339	50.0000	2.6086
253.8341	50.0000	2.6112
253.9341	50.0000	2.6135
254.0341	50.0000	2.6100
254.1339	50.0000	2.6089
254.2338	50.0000	2.6105
254.3342	50.0000	2.6111
254.4341	50.0000	2.6114
254.5341	50.0000	2.6099
254.6341	50.0000	2.6076
254.7343	50.0000	2.6090
254.8353	50.0000	2.6101
254.9353	50.0000	2.6113
255.0371	50.0000	2.6081
255.1366	50.0000	2.6119
255.2366	50.0000	2.6093
255.3366	50.0000	2.6104
255.4362	50.0000	2.6072
255.5364	50.0000	2.6133
255.6365	50.0000	2.6130
255.7366	50.0000	2.6126
255.8366	50.0000	2.6089
255.9364	50.0000	2.6116
256.0374	50.0000	2.6096
256.1375	50.0000	2.6130
256.2378	50.0000	2.6120
256.3384	50.0000	2.6121
256.4387	50.0000	2.6111
256.5390	50.0000	2.6133
256.6393	50.0000	2.6089
256.7403	50.0000	2.6096
256.8409	50.0000	2.6086
256.9412	50.0000	2.6115
257.0407	50.0000	2.6089
257.1419	50.0000	2.6095
257.2422	50.0000	2.6084
257.3422	50.0000	2.6108
257.4422	50.0000	2.6089
257.5428	50.0000	2.6107
257.6436	50.0000	2.6101
257.7446	50.0000	2.6083
257.8456	50.0000	2.6112
257.9455	50.0000	2.6101
258.0457	50.0000	2.6103
258.1458	50.0000	2.6111
258.2467	50.0000	2.6098
258.3466	50.0000	2.6060
258.4484	50.0000	2.6125
258.5489	50.0000	2.6104
258.6489	50.0000	2.6105
258.7493	50.0000	2.6101
258.8498	50.0000	2.6122
258.9502	50.0000	2.6100
259.0504	50.0000	2.6121
259.1511	50.0000	2.6124
259.2508	50.0000	2.6126
259.3511	50.0000	2.6109
259.4512	50.0000	2.6103
259.5515	50.0000	2.6109
259.6517	50.0000	2.6136
259.7518	50.0000	2.6111
259.8521	50.0000	2.6115
259.9520	50.0000	2.6118
260.0521	50.0000	2.6117
260.1524	50.0000	2.6116
260.2534	50.0000	2.6109
260.3542	50.0000	2.6091
260.4540	50.0000	2.6143
260.5542	50.0000	2.6100
260.6542	50.0000	2.6097
260.7552	50.0000	2.6099
260.8553	50.0000	2.6171
260.9564	50.0000	2.6113
261.0566	50.0000	2.6115
261.1567	50.0000	2.6100
261.2566	50.0000	2.6140
261.3574	50.0000	2.6108
261.4577	50.0000	2.6122
261.5574	50.0000	2.6110
261.6579	50.0000	2.6122
261.7581	50.0000	2.6094
261.8581	50.0000	2.6096
261.9585	50.0000	2.6102
262.0592	50.0000	2.6136
262.1591	50.0000	2.6146
262.2583	50.0000	2.6098
262.3592	50.0000	2.6140
262.4594	50.0000	2.6120
262.5595	50.0000	2.6115
262.6606	50.0000	2.6109
262.7603	50.0000	2.6115
262.8604	50.0000	2.6097
262.9618	50.0000	2.6100
263.0615	50.0000	2.6101
263.1633	50.0000	2.6105
263.2623	50.0000	2.6070
263.3631	50.0000	2.6268
263.4633	50.0000	3.1364
263.5643	50.0000	2.6979
263.6642	50.0000	2.6306
263.7643	50.0000	2.6030
263.8645	50.0000	2.5528
263.9663	50.0000	2.0258
264.0659	50.0000	2.4835
264.1658	50.0000	3.1523
264.2656	50.0000	2.4499
264.3657	50.0000	2.6002
264.4655	50.0000	2.9799
264.5658	50.0000	2.5954
264.6659	50.0000	2.8213
264.7663	50.0000	2.7331
264.8661	50.0000	2.6031
264.9668	50.0000	2.6216
265.0667	50.0000	2.6198
265.1666	50.0000	2.6197
265.2674	50.0000	2.9934
265.3684	50.0000	3.1677
265.4686	50.0000	3.1585
265.5684	50.0000	3.4707
265.6693	50.0000	3.5412
265.7691	50.0000	3.8880
265.8692	50.0000	3.8774
265.9692	50.0000	3.5316
266.0693	50.0000	4.1118
266.1693	50.0000	4.6006
266.2694	50.0000	3.7677
266.3706	50.0000	3.9171
266.4706	50.0000	4.2843
266.5720	50.0000	3.9890
266.6721	50.0000	3.9771
266.7722	50.0000	4.0957
266.8721	50.0000	4.0939
266.9717	50.0000	4.0202
267.0730	50.0000	4.0297
267.1729	50.0000	4.0642
267.2731	50.0000	4.0479
267.3729	50.0000	4.0469
267.4726	50.0000	4.0500
267.5743	50.0000	4.0554
267.6741	50.0000	4.0497
267.7738	50.0000	4.0451
267.8736	50.0000	4.0484
267.9734	50.0000	4.0520
268.0752	50.0000	4.0534
268.1745	50.0000	4.0541
268.2744	50.0000	4.0505
268.3751	50.0000	4.0505
268.4762	50.0000	4.0460
268.5762	50.0000	4.0508
268.6761	50.0000	4.0521
268.7759	50.0000	4.0499
268.8754	50.0000	4.0468
268.9764	50.0000	4.0509
269.0766	50.0000	4.0474
269.1767	50.0000	4.0506
269.2767	50.0000	4.0508
269.3767	50.0000	4.0511
269.4775	50.0000	4.0498
269.5785	50.0000	4.0518
269.6786	50.0000	4.0474
269.7789	50.0000	4.0528
269.8790	50.0000	4.0493
269.9792	50.0000	4.0477
270.0789	50.0000	4.0487
270.1789	50.0000	4.0531
270.2793	50.0000	4.0488
270.3793	50.0000	4.0501
270.4794	50.0000	4.0464
270.5796	50.0000	4.0475
270.6798	50.0000	4.0501
270.7801	50.0000	4.0522
270.8801	50.0000	4.0496
270.9804	50.0000	4.0501
271.0810	50.0000	4.0508
271.1812	50.0000	4.0514
271.2815	50.0000	4.0495
271.3820	50.0000	4.0510
271.4817	50.0000	4.0494
271.5823	50.0000	4.0496
271.6824	50.0000	4.0495
271.7833	50.0000	4.0480
271.8831	50.0000	4.0501
271.9827	50.0000	4.0523
272.0834	50.0000	4.0482
272.1843	50.0000	4.0502
272.2852	50.0000	4.0520
272.3848	50.0000	4.0514
272.4854	50.0000	4.0498
272.5861	50.0000	4.0525
272.6857	50.0000	4.0488
272.7860	50.0000	4.0516
272.8857	50.0000	4.0514
272.9864	50.0000	4.0495
273.0857	50.0000	4.0495
273.1864	50.0000	4.0506
273.2858	50.0000	4.0500
273.3858	50.0000	4.0513
273.4860	50.0000	4.0507
273.5859	50.0000	4.0466
273.6860	50.0000	4.0510
273.7870	50.0000	4.0500
273.8864	50.0000	4.0470
273.9867	50.0000	4.0522
274.0866	50.0000	4.0511
274.1868	50.0000	4.0486
274.2868	50.0000	4.0483
274.3868	50.0000	4.0472
274.4866	50.0000	4.0505
274.5868	50.0000	4.0511
274.6866	50.0000	4.0479
274.7866	50.0000	4.0520
274.8867	50.0000	4.0482
274.9877	50.0000	4.0475
275.0892	50.0000	4.0482
275.1888	50.0000	4.0498
275.2898	50.0000	4.0482
275.3900	50.0000	4.0506
275.4912	50.0000	4.0503
275.5910	50.0000	4.0492
275.6914	50.0000	4.0482
275.7917	50.0000	4.0496
275.8919	50.0000	4.0494
275.9916	50.0000	4.0500
276.0920	50.0000	4.0505
276.1920	50.0000	4.0506
276.2920	50.0000	4.0474
276.3928	50.0000	4.0511
